algo,data,filename,jsd,loss_type,mae,mape,mean_std,rmse,smape,std_ae,std_ape,sub_data,tuning_algo
GruGan,traffic,"la-[2, 1]_ac-tanh_dr-0.149_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.287_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.125,loss_gan,167.412,0.039,1092.5339777996,214.147,0.04,154.533,0.032,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[8, 1]_ac-tanh_dr-0.285_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.12,loss_gan,176.949,0.041,1118.2247570924837,223.934,0.04,370.311,0.085,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[4, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.166_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.352,loss_gan,1072.37,0.246,568.399071734697,1150.867,0.28,417.807,0.02,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.313_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.306_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.09,loss_gan,113.566,0.026,947.1011872872175,150.545,0.026,226.987,0.051,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.295_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.436_ou-sigmoid_ce-gru_in-[3, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.16,loss_gan,228.095,0.052,895.8143115539024,272.52,0.054,153.684,0.029,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.054_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.064_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.156,loss_gan,287.652,0.066,848.6562750095184,331.335,0.064,597.977,0.135,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.405_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-4_is-False_lo-loss_gan_.csv",0.279,loss_gan,576.035,0.132,804.6838847978781,629.035,0.142,252.964,0.028,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[16, 1]_ac-tanh_dr-0.214_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.097_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.371,loss_gan,1420.196,0.326,0.3355504491833759,1519.011,0.389,538.989,0.014,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[8, 1]_ac-tanh_dr-0.192_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.149_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.101,loss_gan,128.941,0.03,998.5575060287684,171.291,0.03,148.776,0.032,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.259,loss_gan,524.879,0.12,894.6315161833426,577.391,0.128,240.861,0.029,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[4, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-4_is-False_lo-loss_gan_.csv",0.086,loss_gan,117.229,0.027,998.2494396233932,155.485,0.027,234.551,0.053,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[4, 1]_ac-tanh_dr-0.396_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.201_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-4_is-False_lo-loss_gan_.csv",0.074,loss_gan,105.125,0.024,1046.885738308363,140.359,0.025,162.0,0.037,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.311,loss_gan,773.154,0.177,742.836000719221,836.208,0.195,318.601,0.026,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[8, 1]_ac-tanh_dr-0.33_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.104,loss_gan,143.347,0.033,1006.1132351352225,187.421,0.033,299.017,0.067,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.212_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.359_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.207,loss_gan,333.824,0.076,875.6986308634946,381.285,0.08,185.303,0.03,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.113_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.087_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.221,loss_gan,398.967,0.092,847.0568176299146,443.346,0.096,193.81,0.028,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[8, 1]_ac-tanh_dr-0.421_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.202_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.358,loss_gan,1204.395,0.276,374.8683384215963,1291.361,0.32,465.941,0.019,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.195,loss_gan,308.981,0.071,807.2842465263817,353.195,0.074,172.27,0.028,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[16, 1]_ac-tanh_dr-0.375_ou-sigmoid_ce-gru_in-[4, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.166,loss_gan,241.278,0.055,985.728371871748,289.315,0.057,165.283,0.03,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.122_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.217,loss_gan,357.659,0.082,798.598046198018,404.429,0.086,189.464,0.029,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.426_ou-tanh_ce-gru_co-after_la-[16, 1]_ac-tanh_dr-0.089_ou-sigmoid_ce-gru_in-[4, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.235,loss_gan,423.833,0.097,904.2057347913753,472.48,0.103,209.224,0.03,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[16, 1]_ac-tanh_dr-0.482_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.405_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.345,loss_gan,1654.325,0.38,111.28734874723582,1770.608,0.319,3368.722,0.76,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.103_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.273_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.183,loss_gan,291.45,0.067,916.7062290764783,337.513,0.069,172.112,0.03,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[16, 1]_ac-tanh_dr-0.236_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.315_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.105,loss_gan,146.444,0.034,1045.3022273641548,191.947,0.034,152.709,0.032,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.178,loss_gan,271.611,0.062,848.9549592514244,315.545,0.064,162.367,0.027,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.198,loss_gan,326.841,0.075,927.811973374854,375.775,0.078,186.668,0.03,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[4, 1]_ac-tanh_dr-0.262_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.297_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.092,loss_gan,126.487,0.029,1054.7368572346331,168.693,0.03,154.415,0.033,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.227,loss_gan,609.244,0.14,841.2757721399751,664.355,0.13,1247.114,0.281,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.149,loss_gan,227.502,0.052,960.7379338745016,272.718,0.051,476.779,0.108,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[4, 1]_ac-tanh_dr-0.281_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.095_ou-sigmoid_ce-gru_in-[4, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.159,loss_gan,294.444,0.067,1063.5977082401987,345.783,0.065,615.259,0.138,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.285_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.418_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.186,loss_gan,283.134,0.065,852.6392446316314,327.125,0.067,166.347,0.028,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[8, 1]_ac-tanh_dr-0.164_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.015_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.22,loss_gan,388.167,0.089,1037.9108186048354,439.362,0.093,207.17,0.031,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.099,loss_gan,133.265,0.031,923.9265501806985,173.432,0.03,276.82,0.063,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.37,loss_gan,1391.971,0.319,40.69369902256556,1489.142,0.38,529.181,0.014,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.03_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.228_ou-sigmoid_ce-gru_in-[4, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.343,loss_gan,978.514,0.224,556.0592557925715,1049.826,0.253,380.37,0.02,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.443_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.289_ou-sigmoid_ce-gru_in-[4, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-4_is-False_lo-loss_gan_.csv",0.258,loss_gan,518.702,0.119,921.224383871697,571.225,0.127,239.641,0.03,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[2, 1]_ac-tanh_dr-0.32_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.279_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.087,loss_gan,115.786,0.027,1094.8961991439016,155.661,0.027,162.014,0.036,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.269_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.442_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.16,loss_gan,224.523,0.051,956.755618900138,273.022,0.053,161.842,0.03,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.27_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.281_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.086,loss_gan,96.169,0.022,868.9706554233971,128.929,0.023,136.82,0.031,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.104_ou-sigmoid_ce-gru_in-[2, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-4_is-False_lo-loss_gan_.csv",0.117,loss_gan,167.529,0.039,1020.90667478226,211.348,0.038,351.478,0.08,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.426_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.17,loss_gan,271.603,0.062,877.6635277623701,315.108,0.06,565.451,0.127,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.371,loss_gan,1418.532,0.325,5.532423294483425,1517.274,0.389,538.481,0.014,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.167_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.203_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.18,loss_gan,282.464,0.065,896.4345681313167,327.873,0.067,168.876,0.029,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.078_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.257_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.176,loss_gan,267.251,0.061,843.3577337228829,310.326,0.063,160.707,0.028,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.009_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.259_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.371,loss_gan,1420.073,0.326,0.0036176645953871333,1518.86,0.389,538.89,0.014,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.266_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.274_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.101,loss_gan,132.582,0.031,988.5190577248892,174.974,0.03,274.243,0.062,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[64, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.203,loss_gan,331.746,0.076,904.4895682043856,380.008,0.079,186.349,0.029,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,traffic,"la-[32, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[8, 1]_ac-tanh_dr-0.34_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-4_is-False_lo-loss_gan_.csv",0.371,loss_gan,1412.69,0.324,26.533501392783112,1511.152,0.387,536.619,0.014,internet-traffic-data-in-bits-fr_UK_5m,bayes
GruGan,wc98,"la-[64, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.268_ou-sigmoid_ce-gru_in-[5, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.719,loss_gan,1313382.155,9.193,3291492.9796722503,1971432.851,1.625,3010655.236,18.549,wc98_workload_5min,bayes
GruGan,wc98,"la-[32, 1]_ac-tanh_dr-0.471_ou-tanh_ce-gru_co-after_la-[4, 1]_ac-tanh_dr-0.327_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.832,loss_gan,5410641.059,37.564,7052136.464575288,8000561.794,1.897,12323851.157,75.329,wc98_workload_5min,bayes
GruGan,wc98,"la-[2, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.214_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.811,loss_gan,4252091.574,29.479,7164283.910592695,6362992.518,1.869,9734242.626,59.21,wc98_workload_5min,bayes
GruGan,wc98,"la-[16, 1]_ac-tanh_dr-0.345_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.321_ou-sigmoid_ce-gru_in-[7, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.775,loss_gan,2710748.877,18.82,5564715.924061945,4050103.577,1.8,6201513.119,37.856,wc98_workload_5min,bayes
GruGan,wc98,"la-[8, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[16, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[2, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.806,loss_gan,3853448.432,26.727,6790623.812957881,5764959.754,1.856,8820663.048,53.699,wc98_workload_5min,bayes
GruGan,wc98,"la-[16, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[6, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",0.798,loss_gan,3423347.264,23.868,6085326.712234383,5086290.752,1.84,7813171.264,47.956,wc98_workload_5min,bayes
GruGan,wc98,"la-[8, 1]_ac-tanh_dr-0.329_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.033_ou-sigmoid_ce-gru_in-[8, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.766,loss_gan,2489863.52,17.248,5559504.81055251,3764692.003,1.782,5725425.584,34.739,wc98_workload_5min,bayes
GruGan,wc98,"la-[16, 1]_ac-tanh_dr-0.083_ou-tanh_ce-gru_co-after_la-[64, 1]_ac-tanh_dr-0.271_ou-sigmoid_ce-gru_in-[3, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.816,loss_gan,4220133.623,29.217,6678812.664224261,6293830.368,1.868,9647143.04,58.651,wc98_workload_5min,bayes
GruGan,wc98,"la-[16, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[1, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-5_is-False_lo-loss_gan_.csv",0.81,loss_gan,4050243.094,27.982,6785615.341597037,6094942.936,1.863,9294423.771,56.191,wc98_workload_5min,bayes
GruGan,wc98,"la-[16, 1]_ac-tanh_dr-0.5_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.0_ou-sigmoid_ce-gru_in-[4, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-3_is-False_lo-loss_gan_.csv",0.823,loss_gan,4686773.842,32.507,7270274.015195612,6972711.485,1.881,10702749.668,65.251,wc98_workload_5min,bayes
GruGan,wc98,"la-[2, 1]_ac-tanh_dr-0.222_ou-tanh_ce-gru_co-after_la-[16, 1]_ac-tanh_dr-0.268_ou-sigmoid_ce-gru_in-[2, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-2_is-False_lo-loss_gan_.csv",0.818,loss_gan,4362206.503,30.205,7081210.592930361,6527611.175,1.872,9986221.689,60.648,wc98_workload_5min,bayes
GruGan,wc98,"la-[32, 1]_ac-tanh_dr-0.0_ou-tanh_ce-gru_co-after_la-[2, 1]_ac-tanh_dr-0.5_ou-sigmoid_ce-gru_in-[3, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-1_is-False_lo-loss_gan_.csv",,loss_gan,24320676.579,168.447,51783.71712188467,35869419.348,1.976,55335093.168,337.089,wc98_workload_5min,bayes
GruGan,wc98,"la-[16, 1]_ac-tanh_dr-0.499_ou-tanh_ce-gru_co-after_la-[32, 1]_ac-tanh_dr-0.115_ou-sigmoid_ce-gru_in-[2, 1]_ou-[1, 1]_no-[32, 1]_op-adam_op-adam_le-0.004_le-0.01_nu-4_is-False_lo-loss_gan_.csv",0.786,loss_gan,3011602.82,20.875,5863185.878697271,4556344.968,1.818,6926989.893,41.982,wc98_workload_5min,bayes
